0.6446,13.173,-0.032882,0.70453,1.6439,17.513,18.545,85.624,78.188,0.002688
0.65938,13.42,-0.042067,0.76743,1.7907,17.632,20.124,78.025,93.271,0.0026949
0.64572,13.165,-0.043318,0.703,1.6403,17.476,20.762,82.838,72.486,0.0026963
0.6438,13.136,-0.043919,0.67968,1.5859,17.971,19.231,84.523,69.992,0.0027924
0.65829,13.454,-0.029489,0.72861,1.7001,17.902,18.653,81.905,90.306,0.0029124
0.65935,13.372,-0.062103,0.74029,1.7273,17.897,19.401,80.43,82.96,0.0028032
0.65232,13.343,-0.02342,0.7417,1.7306,17.696,19.605,79.246,83.637,0.0028816
0.64388,13.185,-0.025009,0.69947,1.6321,17.745,19.988,82.311,75.941,0.0029782
0.64799,13.307,-0.015086,0.68969,1.6093,17.507,19.742,86.668,74.625,0.0028011
0.66063,13.47,-0.039386,0.73434,1.7135,18.391,20.71,79.397,73.967,0.0026835
0.65041,13.275,-0.04276,0.68297,1.5936,18.897,19.36,82.587,72.462,0.0026619
0.6484,13.21,-0.047404,0.69967,1.6326,18.466,19.138,81.38,76.108,0.0026456
0.65324,13.416,-0.016219,0.68217,1.5917,19.435,20.344,83.938,69.009,0.0027745
0.65409,13.367,-0.033215,0.70833,1.6528,18.943,19.333,82.552,70.551,0.0027252
0.65882,13.461,-0.032675,0.71915,1.678,18.822,19.465,79.985,71.265,0.00268
0.65798,13.42,-0.045323,0.69126,1.6129,19.982,21.06,79.194,65.99,0.0028005
0.66602,13.37,-0.11631,0.69841,1.6296,23.527,17.395,72.737,72.291,0.00291
0.66063,13.458,-0.052798,0.68266,1.5929,20.235,20.67,80.164,65.296,0.0028578
0.65412,13.412,-0.024176,0.67923,1.5849,20.047,20.225,82.702,61.616,0.003009
0.65046,13.347,-0.024332,0.65927,1.5383,19.193,20.405,84.343,62.593,0.0029977
0.63688,13.081,-0.024868,0.63178,1.4742,18.54,20.189,89.433,65.599,0.0030056
0.65836,13.253,-0.099102,0.71254,1.6626,20.803,17.555,77.367,66.28,0.0030601
0.65423,13.196,-0.087042,0.72491,1.6915,20.898,17.808,77.335,69.931,0.0031731
0.65211,13.283,-0.052494,0.67867,1.5836,18.415,20.446,85.151,61.275,0.0031417
0.67598,13.585,-0.10171,0.77168,1.8006,23.18,17.408,67.482,71.216,0.0032153
0.66932,13.472,-0.091026,0.7844,1.8303,23.168,17.526,64.62,72.672,0.0032683
0.665,13.444,-0.069521,0.78855,1.8399,22.884,17.902,63.418,72.722,0.0032856
0.66555,13.56,-0.046228,0.71838,1.6762,20.274,18.662,78.713,71.425,0.0032231
0.65876,13.352,-0.07035,0.70637,1.6482,20.128,18.252,78.832,61.965,0.0031082
0.67466,13.566,-0.094983,0.79659,1.8587,22.378,17.413,66.963,67.374,0.0033191
0.67478,13.575,-0.092163,0.80036,1.8675,22.054,17.427,67.447,64.027,0.0033348
0.67428,13.575,-0.085069,0.82521,1.9255,22.528,17.512,63.637,68.292,0.0034384
0.68475,13.8,-0.084432,0.81575,1.9034,22.805,17.396,65.753,68.101,0.003399
0.66865,13.452,-0.092146,0.79039,1.8443,22.644,17.477,65.505,71.155,0.0032933
0.67992,13.659,-0.094616,0.83878,1.9571,22.693,17.279,63.467,71.78,0.0034949
0.66936,13.667,-0.037348,0.71633,1.6714,20.513,19.434,77.85,61.562,0.0035499
0.66925,13.556,-0.05176,0.86146,2.0101,22.382,17.538,58.784,73.204,0.0035894
0.66665,13.523,-0.042572,0.87756,2.0477,22.165,17.264,57.097,72.736,0.0036565
0.66125,13.57,-0.016726,0.70021,1.6338,20.066,19.835,80.783,60.292,0.0034866
0.6868,13.815,-0.087804,0.85871,2.0037,22.827,17.257,62.608,68.402,0.003578
0.67269,13.734,-0.033335,0.74286,1.7333,20.501,18.979,76.408,63.19,0.0034646
0.67166,13.656,-0.048584,0.76551,1.7862,20.316,20.056,73.182,57.018,0.0035544
0.66974,13.603,-0.054601,0.75543,1.7627,19.704,19.7,75.494,67.149,0.0030191
0.6577,13.52,-0.0019328,0.74124,1.7296,19.566,20.015,79.383,53.01,0.0030885
0.66471,13.574,-0.03228,0.73757,1.721,20.332,19.653,74.685,64.168,0.0031457
0.66971,13.641,-0.048339,0.71758,1.6744,20.275,19.786,78.985,64.461,0.0028695
0.65633,13.362,-0.052259,0.69699,1.6263,18.985,20.256,81.352,64.048,0.0027825
0.66731,13.609,-0.044684,0.70493,1.6448,20.273,20.104,79.936,64.825,0.002937
0.66173,13.549,-0.023583,0.71836,1.6762,18.506,20.56,82.614,63.634,0.0029061
0.66333,13.559,-0.03003,0.72563,1.6931,19.736,19.54,77.361,63.07,0.0030235
0.66157,13.513,-0.038065,0.69793,1.6285,19.973,19.428,79.778,66.847,0.0030732
0.66431,13.543,-0.041091,0.73024,1.7039,18.721,20.663,79.923,64.868,0.0029621
0.66498,13.574,-0.032936,0.74628,1.7413,18.306,20.892,79.402,66.381,0.0029893
0.65413,13.394,-0.029564,0.68089,1.5887,19.474,19.835,81.578,66.996,0.0030802
0.66779,13.687,-0.017072,0.73133,1.7064,18.253,21.03,81.497,71.307,0.0027581
0.66585,13.575,-0.038437,0.74629,1.7413,19.868,21.157,74.808,69.798,0.0029165
0.65681,13.362,-0.046932,0.74492,1.7381,20.021,21.623,72.938,65.562,0.0030387
0.66145,13.507,-0.033248,0.73229,1.7087,18.998,21.382,77.923,65.907,0.0028885
0.67187,13.705,-0.035475,0.75394,1.7592,19.397,20.793,76.753,69.954,0.0029689
0.67265,13.798,-0.0091934,0.75739,1.7673,19.197,20.452,78.406,71.796,0.0029825
0.66707,13.649,-0.023878,0.7356,1.7164,19.415,19.419,78.856,61.565,0.0030227
0.67213,13.747,-0.022251,0.7602,1.7738,19.551,19.444,76.452,57.077,0.0030656
0.66671,13.617,-0.037901,0.70452,1.6439,19.804,21.438,79.824,74.9,0.0030417
0.65778,13.419,-0.044966,0.68862,1.6068,20.258,21.234,78.527,72.006,0.0029765
0.67871,13.929,-0.0090398,0.7445,1.7372,19.847,21.177,77.752,68.084,0.0030341
0.66951,13.781,-0.0041196,0.69469,1.6209,21.269,21.164,79.304,74.219,0.0029682
0.67007,13.655,-0.04926,0.70003,1.6334,21.249,20.863,76.694,77.021,0.0030634
0.67913,13.866,-0.035894,0.72998,1.7033,21.027,21.413,75.87,66.651,0.0031301
0.67166,13.769,-0.0066955,0.79105,1.8458,19.199,19.252,75.827,57.387,0.0032301
0.67275,13.729,-0.037316,0.73188,1.7077,21.049,21.48,74.201,65.785,0.0032536
0.67327,13.813,0.0079459,0.75917,1.7714,20.673,21.166,75.666,62.067,0.0031985
0.68501,14.005,-0.023516,0.76729,1.7903,21.017,21.449,73.311,60.214,0.0031734
0.66065,13.577,-0.022231,0.64062,1.4948,21.81,20.264,81.361,82.203,0.0033153
0.66508,13.629,-0.032335,0.65556,1.5296,22.067,20.306,79.181,79.651,0.0031451
0.67692,13.893,-0.012647,0.72289,1.6867,20.561,21.262,78.225,69.266,0.0031632
0.67946,13.875,-0.027069,0.7788,1.8172,19.96,20.975,74.145,68.813,0.003245
0.6859,13.995,-0.03947,0.7331,1.7106,21.786,20.891,74.479,77.214,0.0032505
0.6729,13.801,-0.018597,0.70658,1.6487,21.392,21.389,78.142,78.366,0.0033281
0.67816,13.943,-0.0016136,0.73794,1.7219,21.316,20.86,76.234,70.189,0.0032039
0.67006,13.711,-0.02582,0.72528,1.6923,20.855,21.411,78.034,69.895,0.0030866
0.67004,13.756,-0.0079987,0.74049,1.7278,19.587,20.09,79.088,65.981,0.0030854
0.66115,13.545,-0.031088,0.66581,1.5536,20.938,20.31,80.591,74.876,0.0031923
0.66756,13.607,-0.043759,0.72215,1.685,19.308,20.296,80.056,66.844,0.003009
0.67337,13.699,-0.056863,0.70387,1.6424,21.398,20.109,77.531,67.52,0.0029555
0.68845,14.134,0.00086264,0.78521,1.8321,20.624,20.679,73.215,72.596,0.0031102
0.68076,13.922,-0.029168,0.72582,1.6936,21.017,20.565,76.94,71.277,0.0030432
0.65769,13.467,-0.022654,0.72039,1.6809,20.788,20.899,73.55,68.202,0.0030517
0.67281,13.678,-0.055495,0.72883,1.7006,20.677,20.182,75.926,74.591,0.0030714
0.68522,13.986,-0.025757,0.80284,1.8733,20.806,20.83,70.589,72.37,0.0029573
0.67846,13.826,-0.044105,0.73378,1.7122,21.288,20.9,74.544,74.113,0.0030324
0.67877,13.853,-0.032437,0.76056,1.7746,21.439,21.383,71.482,77.4,0.0029532
0.68197,13.918,-0.03754,0.73542,1.716,21.061,20.893,75.552,78.2,0.0030596
0.67228,13.698,-0.047695,0.71472,1.6677,20.249,20.412,78.636,76.905,0.0029475
0.6785,13.835,-0.039733,0.74256,1.7326,21.049,20.987,74.431,67.065,0.0030584
0.65925,13.501,-0.024788,0.70489,1.6447,20.375,20.239,76.747,78.365,0.0028448
0.6728,13.71,-0.040664,0.75077,1.7518,20.787,20.841,73.147,76.658,0.0028776
0.68656,14.1,-0.0034637,0.75944,1.772,20.621,20.674,75.158,75.405,0.0027964
0.67574,13.791,-0.037193,0.733,1.7103,20.38,21.024,76.645,78.743,0.0029349
0.68085,13.89,-0.036375,0.75097,1.7523,20.933,20.819,74.195,81.773,0.0028787
0.66619,13.635,-0.032346,0.68218,1.5918,21.236,20.023,78.85,74.79,0.0028689
0.67135,13.689,-0.041305,0.73006,1.7035,21.339,21.312,73.096,85.042,0.0028108
0.6766,13.728,-0.062084,0.74582,1.7402,21.936,19.863,71.416,70.478,0.0028476
0.6862,13.977,-0.047122,0.73523,1.7155,22.345,19.813,73.903,67.33,0.0028854
0.68193,14.01,-0.0038472,0.74544,1.7394,21.618,20.779,74.986,70.483,0.0028536
0.66906,13.661,-0.030183,0.75775,1.7681,20.489,19.437,73.05,77.818,0.0028823
0.65746,13.445,-0.037973,0.66968,1.5626,20.658,19.772,80.002,80.223,0.0028223
0.68315,14.049,0.0015149,0.73328,1.711,21.249,20.116,76.137,81.438,0.0028198
0.67033,13.722,-0.024302,0.72283,1.6866,21.54,20.162,73.442,83.306,0.002707
0.67991,13.964,0.0051128,0.74694,1.7429,20.532,20.124,76.497,86.796,0.0026949
0.67517,13.81,-0.02873,0.7214,1.6833,21.315,19.787,75.53,82.299,0.0027656
0.68202,13.9,-0.038563,0.76579,1.7868,20.766,20.455,73.666,73.86,0.0027792
0.6805,13.899,-0.027569,0.77113,1.7993,20.94,20.543,74.003,73.586,0.0028523
0.67299,13.808,-0.015041,0.71788,1.6751,21.482,19.512,77.136,76.438,0.0028002
0.68553,13.961,-0.038173,0.79268,1.8496,21.063,20.088,71.043,70.137,0.002945
0.67261,13.727,-0.040757,0.7112,1.6595,20.839,21.073,77.541,55.368,0.0027292
0.67807,13.836,-0.039057,0.7288,1.7005,21.743,21.269,73.669,61.205,0.0029353
0.67282,13.713,-0.046588,0.71286,1.6633,21.45,20.806,75.303,61.277,0.0029697
0.66902,13.736,-0.012178,0.71373,1.6654,21.169,20.708,78.282,64.632,0.0029739
0.68079,13.849,-0.046978,0.76869,1.7936,21.127,20.114,72.299,69.491,0.003056
0.68886,14.114,-0.018369,0.74002,1.7267,22.262,21.153,73.907,63.892,0.0029463
0.66543,13.614,-0.020551,0.75782,1.7682,21.314,20.667,69.848,78.656,0.0030362
0.68428,14.004,-0.022471,0.7464,1.7416,21.264,20.36,75.352,67.181,0.0029298
0.6876,14.072,-0.017578,0.77537,1.8092,20.922,20.477,73.439,63.032,0.0030475
0.67432,13.691,-0.060948,0.73296,1.7102,22.268,20.465,71.339,58.151,0.002848
