-2.1507,6.3828
0,0
0,0
0,0
2.1507,6.3828
0,0
0,0
-2.1507,6.3828
0,0
0,0
0,0
2.1507,6.3828
-2.2635,6.3793
0,0
0,0
0,0
2.2635,6.3793
0,0
0,0
-2.2635,6.3793
0,0
0,0
0,0
2.2635,6.3793
-2.3762,6.3757
0,0
0,0
0,0
2.3762,6.3757
0,0
0,0
-2.3762,6.3757
0,0
0,0
0,0
2.3762,6.3757
-2.4888,6.3718
0,0
0,0
0,0
2.4888,6.3718
0,0
0,0
-2.4888,6.3718
0,0
0,0
0,0
2.4888,6.3718
-2.6014,6.3678
0,0
0,0
0,0
2.6014,6.3678
0,0
0,0
-2.6014,6.3678
0,0
0,0
0,0
2.6014,6.3678
-2.7139,6.3635
0,0
0,0
0,0
2.7139,6.3635
0,0
0,0
-2.7139,6.3635
0,0
0,0
0,0
2.7139,6.3635
-2.8263,6.3591
0,0
0,0
0,0
2.8263,6.3591
0,0
0,0
-2.8263,6.3591
0,0
0,0
0,0
2.8263,6.3591
-2.9387,6.3545
0,0
0,0
0,0
2.9387,6.3545
0,0
0,0
-2.9387,6.3545
0,0
0,0
0,0
2.9387,6.3545
-3.0509,6.3497
0,0
0,0
0,0
3.0509,6.3497
0,0
0,0
-3.0509,6.3497
0,0
0,0
0,0
3.0509,6.3497
-3.1631,6.3448
0,0
0,0
0,0
3.1631,6.3448
0,0
0,0
-3.1631,6.3448
0,0
0,0
0,0
3.1631,6.3448
-3.2751,6.3396
0,0
0,0
0,0
3.2751,6.3396
0,0
0,0
-3.2751,6.3396
0,0
0,0
0,0
3.2751,6.3396
-3.3871,6.3343
0,0
0,0
0,0
3.3871,6.3343
0,0
0,0
-3.3871,6.3343
0,0
0,0
0,0
3.3871,6.3343
-3.499,6.3288
0,0
0,0
0,0
3.499,6.3288
0,0
0,0
-3.499,6.3288
0,0
0,0
0,0
3.499,6.3288
-3.6108,6.3231
0,0
0,0
0,0
3.6108,6.3231
0,0
0,0
-3.6108,6.3231
0,0
0,0
0,0
3.6108,6.3231
-3.7224,6.3173
0,0
0,0
0,0
3.7224,6.3173
0,0
0,0
-3.7224,6.3173
0,0
0,0
0,0
3.7224,6.3173
-3.834,6.3112
0,0
0,0
0,0
3.834,6.3112
0,0
0,0
-3.834,6.3112
0,0
0,0
0,0
3.834,6.3112
-3.9455,6.305
0,0
0,0
0,0
3.9455,6.305
0,0
0,0
-3.9455,6.305
0,0
0,0
0,0
3.9455,6.305
-4.0568,6.2986
0,0
0,0
0,0
4.0568,6.2986
0,0
0,0
-4.0568,6.2986
0,0
0,0
0,0
4.0568,6.2986
-4.168,6.292
0,0
0,0
0,0
4.168,6.292
0,0
0,0
-4.168,6.292
0,0
0,0
0,0
4.168,6.292
-4.2792,6.2852
0,0
0,0
0,0
4.2792,6.2852
0,0
0,0
-4.2792,6.2852
0,0
0,0
0,0
4.2792,6.2852
-4.3901,6.2782
0,0
0,0
0,0
4.3901,6.2782
0,0
0,0
-4.3901,6.2782
0,0
0,0
0,0
4.3901,6.2782
-4.501,6.2711
0,0
0,0
0,0
4.501,6.2711
0,0
0,0
-4.501,6.2711
0,0
0,0
0,0
4.501,6.2711
-4.6117,6.2638
0,0
0,0
0,0
4.6117,6.2638
0,0
0,0
-4.6117,6.2638
0,0
0,0
0,0
4.6117,6.2638
-4.7223,6.2563
0,0
0,0
0,0
4.7223,6.2563
0,0
0,0
-4.7223,6.2563
0,0
0,0
0,0
4.7223,6.2563
-4.8328,6.2486
0,0
0,0
0,0
4.8328,6.2486
0,0
0,0
-4.8328,6.2486
0,0
0,0
0,0
4.8328,6.2486
-4.9431,6.2408
0,0
0,0
0,0
4.9431,6.2408
0,0
0,0
-4.9431,6.2408
0,0
0,0
0,0
4.9431,6.2408
-5.0533,6.2327
0,0
0,0
0,0
5.0533,6.2327
0,0
0,0
-5.0533,6.2327
0,0
0,0
0,0
5.0533,6.2327
-5.1633,6.2245
0,0
0,0
0,0
5.1633,6.2245
0,0
0,0
-5.1633,6.2245
0,0
0,0
0,0
5.1633,6.2245
-5.2732,6.2161
0,0
0,0
0,0
5.2732,6.2161
0,0
0,0
-5.2732,6.2161
0,0
0,0
0,0
5.2732,6.2161
-5.3829,6.2075
0,0
0,0
0,0
5.3829,6.2075
0,0
0,0
-5.3829,6.2075
0,0
0,0
0,0
5.3829,6.2075
-5.4925,6.1988
0,0
0,0
0,0
5.4925,6.1988
0,0
0,0
-5.4925,6.1988
0,0
0,0
0,0
5.4925,6.1988
-5.602,6.1899
0,0
0,0
0,0
5.602,6.1899
0,0
0,0
-5.602,6.1899
0,0
0,0
0,0
5.602,6.1899
-5.7112,6.1808
0,0
0,0
0,0
5.7112,6.1808
0,0
0,0
-5.7112,6.1808
0,0
0,0
0,0
5.7112,6.1808
-5.8203,6.1715
0,0
0,0
0,0
5.8203,6.1715
0,0
0,0
-5.8203,6.1715
0,0
0,0
0,0
5.8203,6.1715
-5.9292,6.162
0,0
0,0
0,0
5.9292,6.162
0,0
0,0
-5.9292,6.162
0,0
0,0
0,0
5.9292,6.162
-6.038,6.1524
0,0
0,0
0,0
6.038,6.1524
0,0
0,0
-6.038,6.1524
0,0
0,0
0,0
6.038,6.1524
-6.1466,6.1426
0,0
0,0
0,0
6.1466,6.1426
0,0
0,0
-6.1466,6.1426
0,0
0,0
0,0
6.1466,6.1426
-6.255,6.1326
0,0
0,0
0,0
6.255,6.1326
0,0
0,0
-6.255,6.1326
0,0
0,0
0,0
6.255,6.1326
-6.3632,6.1224
0,0
0,0
0,0
6.3632,6.1224
0,0
0,0
-6.3632,6.1224
0,0
0,0
0,0
6.3632,6.1224
-6.4713,6.1121
0,0
0,0
0,0
6.4713,6.1121
0,0
0,0
-6.4713,6.1121
0,0
0,0
0,0
6.4713,6.1121
-6.5791,6.1015
0,0
0,0
0,0
6.5791,6.1015
0,0
0,0
-6.5791,6.1015
0,0
0,0
0,0
6.5791,6.1015
-6.6868,6.0908
0,0
0,0
0,0
6.6868,6.0908
0,0
0,0
-6.6868,6.0908
0,0
0,0
0,0
6.6868,6.0908
-6.7943,6.08
0,0
0,0
0,0
6.7943,6.08
0,0
0,0
-6.7943,6.08
0,0
0,0
0,0
6.7943,6.08
-6.9016,6.0689
0,0
0,0
0,0
6.9016,6.0689
0,0
0,0
-6.9016,6.0689
0,0
0,0
0,0
6.9016,6.0689
-7.0087,6.0577
0,0
0,0
0,0
7.0087,6.0577
0,0
0,0
-7.0087,6.0577
0,0
0,0
0,0
7.0087,6.0577
-7.1156,6.0463
0,0
0,0
0,0
7.1156,6.0463
0,0
0,0
-7.1156,6.0463
0,0
0,0
0,0
7.1156,6.0463
-7.2222,6.0348
0,0
0,0
0,0
7.2222,6.0348
0,0
0,0
-7.2222,6.0348
0,0
0,0
0,0
7.2222,6.0348
-7.3287,6.023
0,0
0,0
0,0
7.3287,6.023
0,0
0,0
-7.3287,6.023
0,0
0,0
0,0
7.3287,6.023
-7.435,6.0111
0,0
0,0
0,0
7.435,6.0111
0,0
0,0
-7.435,6.0111
0,0
0,0
0,0
7.435,6.0111
-7.541,5.999
0,0
0,0
0,0
7.541,5.999
0,0
0,0
-7.541,5.999
0,0
0,0
0,0
7.541,5.999
-7.6469,5.9868
0,0
0,0
0,0
7.6469,5.9868
0,0
0,0
-7.6469,5.9868
0,0
0,0
0,0
7.6469,5.9868
-7.7525,5.9743
0,0
0,0
0,0
7.7525,5.9743
0,0
0,0
-7.7525,5.9743
0,0
0,0
0,0
7.7525,5.9743
-7.8579,5.9617
0,0
0,0
0,0
7.8579,5.9617
0,0
0,0
-7.8579,5.9617
0,0
0,0
0,0
7.8579,5.9617
-7.963,5.949
0,0
0,0
0,0
7.963,5.949
0,0
0,0
-7.963,5.949
0,0
0,0
0,0
7.963,5.949
-8.068,5.936
0,0
0,0
0,0
8.068,5.936
0,0
0,0
-8.068,5.936
0,0
0,0
0,0
8.068,5.936
-8.1727,5.9229
0,0
0,0
0,0
8.1727,5.9229
0,0
0,0
-8.1727,5.9229
0,0
0,0
0,0
8.1727,5.9229
-8.2771,5.9096
0,0
0,0
0,0
8.2771,5.9096
0,0
0,0
-8.2771,5.9096
0,0
0,0
0,0
8.2771,5.9096
-8.3814,5.8962
0,0
0,0
0,0
8.3814,5.8962
0,0
0,0
-8.3814,5.8962
0,0
0,0
0,0
8.3814,5.8962
-8.4854,5.8825
0,0
0,0
0,0
8.4854,5.8825
0,0
0,0
-8.4854,5.8825
0,0
0,0
0,0
8.4854,5.8825
-8.5891,5.8687
0,0
0,0
0,0
8.5891,5.8687
0,0
0,0
-8.5891,5.8687
0,0
0,0
0,0
8.5891,5.8687
-8.6926,5.8548
0,0
0,0
0,0
8.6926,5.8548
0,0
0,0
-8.6926,5.8548
0,0
0,0
0,0
8.6926,5.8548
-8.7958,5.8406
0,0
0,0
0,0
8.7958,5.8406
0,0
0,0
-8.7958,5.8406
0,0
0,0
0,0
8.7958,5.8406
-8.8988,5.8263
0,0
0,0
0,0
8.8988,5.8263
0,0
0,0
-8.8988,5.8263
0,0
0,0
0,0
8.8988,5.8263
-9.0016,5.8119
0,0
0,0
0,0
9.0016,5.8119
0,0
0,0
-9.0016,5.8119
0,0
0,0
0,0
9.0016,5.8119
-9.1041,5.7972
0,0
0,0
0,0
9.1041,5.7972
0,0
0,0
-9.1041,5.7972
0,0
0,0
0,0
9.1041,5.7972
-9.2063,5.7825
0,0
0,0
0,0
9.2063,5.7825
0,0
0,0
-9.2063,5.7825
0,0
0,0
0,0
9.2063,5.7825
-9.3082,5.7675
0,0
0,0
0,0
9.3082,5.7675
0,0
0,0
-9.3082,5.7675
0,0
0,0
0,0
9.3082,5.7675
-9.4099,5.7524
0,0
0,0
0,0
9.4099,5.7524
0,0
0,0
-9.4099,5.7524
0,0
0,0
0,0
9.4099,5.7524
-9.5114,5.7371
0,0
0,0
0,0
9.5114,5.7371
0,0
0,0
-9.5114,5.7371
0,0
0,0
0,0
9.5114,5.7371
-9.6125,5.7216
0,0
0,0
0,0
9.6125,5.7216
0,0
0,0
-9.6125,5.7216
0,0
0,0
0,0
9.6125,5.7216
-9.7134,5.706
0,0
0,0
0,0
9.7134,5.706
0,0
0,0
-9.7134,5.706
0,0
0,0
0,0
9.7134,5.706
-9.814,5.6902
0,0
0,0
0,0
9.814,5.6902
0,0
0,0
-9.814,5.6902
0,0
0,0
0,0
9.814,5.6902
-9.9143,5.6742
0,0
0,0
0,0
9.9143,5.6742
0,0
0,0
-9.9143,5.6742
0,0
0,0
0,0
9.9143,5.6742
-10.014,5.6581
0,0
0,0
0,0
10.014,5.6581
0,0
0,0
-10.014,5.6581
0,0
0,0
0,0
10.014,5.6581
-10.114,5.6418
0,0
0,0
0,0
10.114,5.6418
0,0
0,0
-10.114,5.6418
0,0
0,0
0,0
10.114,5.6418
-10.213,5.6254
0,0
0,0
0,0
10.213,5.6254
0,0
0,0
-10.213,5.6254
0,0
0,0
0,0
10.213,5.6254
-10.313,5.6088
0,0
0,0
0,0
10.313,5.6088
0,0
0,0
-10.313,5.6088
0,0
0,0
0,0
10.313,5.6088
-10.411,5.592
0,0
0,0
0,0
10.411,5.592
0,0
0,0
-10.411,5.592
0,0
0,0
0,0
10.411,5.592
-10.51,5.5751
0,0
0,0
0,0
10.51,5.5751
0,0
0,0
-10.51,5.5751
0,0
0,0
0,0
10.51,5.5751
-10.608,5.558
0,0
0,0
0,0
10.608,5.558
0,0
0,0
-10.608,5.558
0,0
0,0
0,0
10.608,5.558
-10.706,5.5408
0,0
0,0
0,0
10.706,5.5408
0,0
0,0
-10.706,5.5408
0,0
0,0
0,0
10.706,5.5408
-10.804,5.5234
0,0
0,0
0,0
10.804,5.5234
0,0
0,0
-10.804,5.5234
0,0
0,0
0,0
10.804,5.5234
-10.901,5.5058
0,0
0,0
0,0
10.901,5.5058
0,0
0,0
-10.901,5.5058
0,0
0,0
0,0
10.901,5.5058
-10.998,5.4881
0,0
0,0
0,0
10.998,5.4881
0,0
0,0
-10.998,5.4881
0,0
0,0
0,0
10.998,5.4881
-11.095,5.4702
0,0
0,0
0,0
11.095,5.4702
0,0
0,0
-11.095,5.4702
0,0
0,0
0,0
11.095,5.4702
-11.191,5.4522
0,0
0,0
0,0
11.191,5.4522
0,0
0,0
-11.191,5.4522
0,0
0,0
0,0
11.191,5.4522
-11.287,5.434
0,0
0,0
0,0
11.287,5.434
0,0
0,0
-11.287,5.434
0,0
0,0
0,0
11.287,5.434
-11.383,5.4156
0,0
0,0
0,0
11.383,5.4156
0,0
0,0
-11.383,5.4156
0,0
0,0
0,0
11.383,5.4156
-11.479,5.3971
0,0
0,0
0,0
11.479,5.3971
0,0
0,0
-11.479,5.3971
0,0
0,0
0,0
11.479,5.3971
-11.574,5.3785
0,0
0,0
0,0
11.574,5.3785
0,0
0,0
-11.574,5.3785
0,0
0,0
0,0
11.574,5.3785
-11.668,5.3597
0,0
0,0
0,0
11.668,5.3597
0,0
0,0
-11.668,5.3597
0,0
0,0
0,0
11.668,5.3597
-11.763,5.3407
0,0
0,0
0,0
11.763,5.3407
0,0
0,0
-11.763,5.3407
0,0
0,0
0,0
11.763,5.3407
-11.857,5.3216
0,0
0,0
0,0
11.857,5.3216
0,0
0,0
-11.857,5.3216
0,0
0,0
0,0
11.857,5.3216
-11.951,5.3023
0,0
0,0
0,0
11.951,5.3023
0,0
0,0
-11.951,5.3023
0,0
0,0
0,0
11.951,5.3023
-12.044,5.2829
0,0
0,0
0,0
12.044,5.2829
0,0
0,0
-12.044,5.2829
0,0
0,0
0,0
12.044,5.2829
-12.137,5.2633
0,0
0,0
0,0
12.137,5.2633
0,0
0,0
-12.137,5.2633
0,0
0,0
0,0
12.137,5.2633
-12.23,5.2436
0,0
0,0
0,0
12.23,5.2436
0,0
0,0
-12.23,5.2436
0,0
0,0
0,0
12.23,5.2436
-12.322,5.2237
0,0
0,0
0,0
12.322,5.2237
0,0
0,0
-12.322,5.2237
0,0
0,0
0,0
12.322,5.2237
-12.414,5.2037
0,0
0,0
0,0
12.414,5.2037
0,0
0,0
-12.414,5.2037
0,0
0,0
0,0
12.414,5.2037
-12.506,5.1835
0,0
0,0
0,0
12.506,5.1835
0,0
0,0
-12.506,5.1835
0,0
0,0
0,0
12.506,5.1835
-12.597,5.1632
0,0
0,0
0,0
12.597,5.1632
0,0
0,0
-12.597,5.1632
0,0
0,0
0,0
12.597,5.1632
-12.688,5.1427
0,0
0,0
0,0
12.688,5.1427
0,0
0,0
-12.688,5.1427
0,0
0,0
0,0
12.688,5.1427
-12.778,5.1221
0,0
0,0
0,0
12.778,5.1221
0,0
0,0
-12.778,5.1221
0,0
0,0
0,0
12.778,5.1221
-12.869,5.1013
0,0
0,0
0,0
12.869,5.1013
0,0
0,0
-12.869,5.1013
0,0
0,0
0,0
12.869,5.1013
-12.958,5.0804
0,0
0,0
0,0
12.958,5.0804
0,0
0,0
-12.958,5.0804
0,0
0,0
0,0
12.958,5.0804
-13.048,5.0593
0,0
0,0
0,0
13.048,5.0593
0,0
0,0
-13.048,5.0593
0,0
0,0
0,0
13.048,5.0593
-13.137,5.0381
0,0
0,0
0,0
13.137,5.0381
0,0
0,0
-13.137,5.0381
0,0
0,0
0,0
13.137,5.0381
-13.226,5.0167
0,0
0,0
0,0
13.226,5.0167
0,0
0,0
-13.226,5.0167
0,0
0,0
0,0
13.226,5.0167
-13.314,4.9952
0,0
0,0
0,0
13.314,4.9952
0,0
0,0
-13.314,4.9952
0,0
0,0
0,0
13.314,4.9952
-13.402,4.9736
0,0
0,0
0,0
13.402,4.9736
0,0
0,0
-13.402,4.9736
0,0
0,0
0,0
13.402,4.9736
-13.489,4.9518
0,0
0,0
0,0
13.489,4.9518
0,0
0,0
-13.489,4.9518
0,0
0,0
0,0
13.489,4.9518
-13.576,4.9299
0,0
0,0
0,0
13.576,4.9299
0,0
0,0
-13.576,4.9299
0,0
0,0
0,0
13.576,4.9299
-13.663,4.9078
0,0
0,0
0,0
13.663,4.9078
0,0
0,0
-13.663,4.9078
0,0
0,0
0,0
13.663,4.9078
-13.75,4.8856
0,0
0,0
0,0
13.75,4.8856
0,0
0,0
-13.75,4.8856
0,0
0,0
0,0
13.75,4.8856
-13.836,4.8633
0,0
0,0
0,0
13.836,4.8633
0,0
0,0
-13.836,4.8633
0,0
0,0
0,0
13.836,4.8633
-13.921,4.8408
0,0
0,0
0,0
13.921,4.8408
0,0
0,0
-13.921,4.8408
0,0
0,0
0,0
13.921,4.8408
-14.006,4.8181
0,0
0,0
0,0
14.006,4.8181
0,0
0,0
-14.006,4.8181
0,0
0,0
0,0
14.006,4.8181
-14.091,4.7954
0,0
0,0
0,0
14.091,4.7954
0,0
0,0
-14.091,4.7954
0,0
0,0
0,0
14.091,4.7954
-14.175,4.7725
0,0
0,0
0,0
14.175,4.7725
0,0
0,0
-14.175,4.7725
0,0
0,0
0,0
14.175,4.7725
-14.259,4.7494
0,0
0,0
0,0
14.259,4.7494
0,0
0,0
-14.259,4.7494
0,0
0,0
0,0
14.259,4.7494
-14.343,4.7262
0,0
0,0
0,0
14.343,4.7262
0,0
0,0
-14.343,4.7262
0,0
0,0
0,0
14.343,4.7262
-14.426,4.7029
0,0
0,0
0,0
14.426,4.7029
0,0
0,0
-14.426,4.7029
0,0
0,0
0,0
14.426,4.7029
-14.509,4.6795
0,0
0,0
0,0
14.509,4.6795
0,0
0,0
-14.509,4.6795
0,0
0,0
0,0
14.509,4.6795
-14.591,4.6559
0,0
0,0
0,0
14.591,4.6559
0,0
0,0
-14.591,4.6559
0,0
0,0
0,0
14.591,4.6559
-14.673,4.6322
0,0
0,0
0,0
14.673,4.6322
0,0
0,0
-14.673,4.6322
0,0
0,0
0,0
14.673,4.6322
-14.754,4.6083
0,0
0,0
0,0
14.754,4.6083
0,0
0,0
-14.754,4.6083
0,0
0,0
0,0
14.754,4.6083
-14.836,4.5843
0,0
0,0
0,0
14.836,4.5843
0,0
0,0
-14.836,4.5843
0,0
0,0
0,0
14.836,4.5843
-14.916,4.5602
0,0
0,0
0,0
14.916,4.5602
0,0
0,0
-14.916,4.5602
0,0
0,0
0,0
14.916,4.5602
-14.996,4.536
0,0
0,0
0,0
14.996,4.536
0,0
0,0
-14.996,4.536
0,0
0,0
0,0
14.996,4.536
-15.076,4.5116
0,0
0,0
0,0
15.076,4.5116
0,0
0,0
-15.076,4.5116
0,0
0,0
0,0
15.076,4.5116
-15.155,4.4871
0,0
0,0
0,0
15.155,4.4871
0,0
0,0
-15.155,4.4871
0,0
0,0
0,0
15.155,4.4871
-15.234,4.4625
0,0
0,0
0,0
15.234,4.4625
0,0
0,0
-15.234,4.4625
0,0
0,0
0,0
15.234,4.4625
-15.313,4.4377
0,0
0,0
0,0
15.313,4.4377
0,0
0,0
-15.313,4.4377
0,0
0,0
0,0
15.313,4.4377
-15.391,4.4128
0,0
0,0
0,0
15.391,4.4128
0,0
0,0
-15.391,4.4128
0,0
0,0
0,0
15.391,4.4128
-15.468,4.3878
0,0
0,0
0,0
15.468,4.3878
0,0
0,0
-15.468,4.3878
0,0
0,0
0,0
15.468,4.3878
-15.545,4.3626
0,0
0,0
0,0
15.545,4.3626
0,0
0,0
-15.545,4.3626
0,0
0,0
0,0
15.545,4.3626
-15.622,4.3374
0,0
0,0
0,0
15.622,4.3374
0,0
0,0
-15.622,4.3374
0,0
0,0
0,0
15.622,4.3374
-15.698,4.312
0,0
0,0
0,0
15.698,4.312
0,0
0,0
-15.698,4.312
0,0
0,0
0,0
15.698,4.312
-15.774,4.2865
0,0
0,0
0,0
15.774,4.2865
0,0
0,0
-15.774,4.2865
0,0
0,0
0,0
15.774,4.2865
-15.849,4.2608
0,0
0,0
0,0
15.849,4.2608
0,0
0,0
-15.849,4.2608
0,0
0,0
0,0
15.849,4.2608
-15.924,4.2351
0,0
0,0
0,0
15.924,4.2351
0,0
0,0
-15.924,4.2351
0,0
0,0
0,0
15.924,4.2351
-15.999,4.2092
0,0
0,0
0,0
15.999,4.2092
0,0
0,0
-15.999,4.2092
0,0
0,0
0,0
15.999,4.2092
-16.073,4.1832
0,0
0,0
0,0
16.073,4.1832
0,0
0,0
-16.073,4.1832
0,0
0,0
0,0
16.073,4.1832
-16.146,4.157
0,0
0,0
0,0
16.146,4.157
0,0
0,0
-16.146,4.157
0,0
0,0
0,0
16.146,4.157
-16.219,4.1308
0,0
0,0
0,0
16.219,4.1308
0,0
0,0
-16.219,4.1308
0,0
0,0
0,0
16.219,4.1308
-16.292,4.1044
0,0
0,0
0,0
16.292,4.1044
0,0
0,0
-16.292,4.1044
0,0
0,0
0,0
16.292,4.1044
-16.364,4.078
0,0
0,0
0,0
16.364,4.078
0,0
0,0
-16.364,4.078
0,0
0,0
0,0
16.364,4.078
-16.435,4.0514
0,0
0,0
0,0
16.435,4.0514
0,0
0,0
-16.435,4.0514
0,0
0,0
0,0
16.435,4.0514
-16.507,4.0246
0,0
0,0
0,0
16.507,4.0246
0,0
0,0
-16.507,4.0246
0,0
0,0
0,0
16.507,4.0246
-16.577,3.9978
0,0
0,0
0,0
16.577,3.9978
0,0
0,0
-16.577,3.9978
0,0
0,0
0,0
16.577,3.9978
-16.647,3.9709
0,0
0,0
0,0
16.647,3.9709
0,0
0,0
-16.647,3.9709
0,0
0,0
0,0
16.647,3.9709
-16.717,3.9438
0,0
0,0
0,0
16.717,3.9438
0,0
0,0
-16.717,3.9438
0,0
0,0
0,0
16.717,3.9438
-16.786,3.9166
0,0
0,0
0,0
16.786,3.9166
0,0
0,0
-16.786,3.9166
0,0
0,0
0,0
16.786,3.9166
-16.855,3.8893
0,0
0,0
0,0
16.855,3.8893
0,0
0,0
-16.855,3.8893
0,0
0,0
0,0
16.855,3.8893
-16.923,3.8619
0,0
0,0
0,0
16.923,3.8619
0,0
0,0
-16.923,3.8619
0,0
0,0
0,0
16.923,3.8619
-16.991,3.8344
0,0
0,0
0,0
16.991,3.8344
0,0
0,0
-16.991,3.8344
0,0
0,0
0,0
16.991,3.8344
-17.059,3.8068
0,0
0,0
0,0
17.059,3.8068
0,0
0,0
-17.059,3.8068
0,0
0,0
0,0
17.059,3.8068
-17.125,3.7791
0,0
0,0
0,0
17.125,3.7791
0,0
0,0
-17.125,3.7791
0,0
0,0
0,0
17.125,3.7791
-17.192,3.7512
0,0
0,0
0,0
17.192,3.7512
0,0
0,0
-17.192,3.7512
0,0
0,0
0,0
17.192,3.7512
-17.257,3.7233
0,0
0,0
0,0
17.257,3.7233
0,0
0,0
-17.257,3.7233
0,0
0,0
0,0
17.257,3.7233
-17.323,3.6952
0,0
0,0
0,0
17.323,3.6952
0,0
0,0
-17.323,3.6952
0,0
0,0
0,0
17.323,3.6952
-17.388,3.6671
0,0
0,0
0,0
17.388,3.6671
0,0
0,0
-17.388,3.6671
0,0
0,0
0,0
17.388,3.6671
-17.452,3.6388
0,0
0,0
0,0
17.452,3.6388
0,0
0,0
-17.452,3.6388
0,0
0,0
0,0
17.452,3.6388
-17.516,3.6105
0,0
0,0
0,0
17.516,3.6105
0,0
0,0
-17.516,3.6105
0,0
0,0
0,0
17.516,3.6105
-17.579,3.582
0,0
0,0
0,0
17.579,3.582
0,0
0,0
-17.579,3.582
0,0
0,0
0,0
17.579,3.582
-17.642,3.5534
0,0
0,0
0,0
17.642,3.5534
0,0
0,0
-17.642,3.5534
0,0
0,0
0,0
17.642,3.5534
-17.704,3.5247
0,0
0,0
0,0
17.704,3.5247
0,0
0,0
-17.704,3.5247
0,0
0,0
0,0
17.704,3.5247
-17.766,3.496
0,0
0,0
0,0
17.766,3.496
0,0
0,0
-17.766,3.496
0,0
0,0
0,0
17.766,3.496
-17.827,3.4671
0,0
0,0
0,0
17.827,3.4671
0,0
0,0
-17.827,3.4671
0,0
0,0
0,0
17.827,3.4671
-17.888,3.4381
0,0
0,0
0,0
17.888,3.4381
0,0
0,0
-17.888,3.4381
0,0
0,0
0,0
17.888,3.4381
-17.948,3.409
0,0
0,0
0,0
17.948,3.409
0,0
0,0
-17.948,3.409
0,0
0,0
0,0
17.948,3.409
-18.008,3.3798
0,0
0,0
0,0
18.008,3.3798
0,0
0,0
-18.008,3.3798
0,0
0,0
0,0
18.008,3.3798
-18.067,3.3506
0,0
0,0
0,0
18.067,3.3506
0,0
0,0
-18.067,3.3506
0,0
0,0
0,0
18.067,3.3506
-18.126,3.3212
0,0
0,0
0,0
18.126,3.3212
0,0
0,0
-18.126,3.3212
0,0
0,0
0,0
18.126,3.3212
-18.184,3.2917
0,0
0,0
0,0
18.184,3.2917
0,0
0,0
-18.184,3.2917
0,0
0,0
0,0
18.184,3.2917
-18.242,3.2622
0,0
0,0
0,0
18.242,3.2622
0,0
0,0
-18.242,3.2622
0,0
0,0
0,0
18.242,3.2622
-18.299,3.2325
0,0
0,0
0,0
18.299,3.2325
0,0
0,0
-18.299,3.2325
0,0
0,0
0,0
18.299,3.2325
-18.356,3.2028
0,0
0,0
0,0
18.356,3.2028
0,0
0,0
-18.356,3.2028
0,0
0,0
0,0
18.356,3.2028
-18.412,3.1729
0,0
0,0
